return,parameter1,parameter2
0.004836355,8.7,6.6
0.006152968,8.8,6.6
0.008483791,8.9,6.6
0.010398588,9,6.6
0.010144273,9.1,6.6
0.010235667,9.2,6.6
0.010108699,9.3,6.6
0.009361646,9.4,6.6
0.01205077,9.5,6.6
0.009331027,9.6,6.6
0.011185822,9.7,6.6
0.008564676,9.8,6.6
0.009155933,9.9,6.6
0.009775274,10,6.6
0.011923327,10.1,6.6
0.007198281,10.2,6.6
0.007178138,10.3,6.6
0.009131455,10.4,6.6
0.006061956,10.5,6.6
0.009102308,10.6,6.6
0.008197322,10.7,6.6
0.009084301,10.8,6.6
0.00695012,10.9,6.6
0.006373629,11,6.6
0.006252638,11.1,6.6
0.003864868,11.2,6.6
0.002764438,11.3,6.6
0.0018042,11.4,6.6
0.00461971,11.5,6.6
0.001935608,11.6,6.6
0.002310859,11.7,6.6
0.002909691,11.8,6.6
0.001030406,11.9,6.6
-1.02E-05,12,6.6
0.001702186,12.1,6.6
-0.002098127,12.2,6.6
0.000253868,12.3,6.6
-0.002165298,12.4,6.6
-0.00228927,12.5,6.6
-0.001690009,12.6,6.6
-0.00309973,12.7,6.6
-0.004918578,12.8,6.6
-0.005012425,12.9,6.6
-0.004719775,13,6.6
-0.003725148,13.1,6.6
-0.00596592,13.2,6.6
-0.005661999,13.3,6.6
-0.003751017,13.4,6.6
-0.006128974,13.5,6.6
-0.004786628,13.6,6.6
-0.003322878,13.7,6.6
-0.002582988,13.8,6.6
-0.002761215,13.9,6.6
-0.003454464,14,6.6
-0.001831747,14.1,6.6
-0.001510913,14.2,6.6
-0.003254671,14.3,6.6
-0.004164993,14.4,6.6
-0.005174273,14.5,6.6
-0.003996529,14.6,6.6
-0.002563303,14.7,6.6
-0.002455479,14.8,6.6
-0.004298615,14.9,6.6
-0.003205353,15,6.6
-0.004481021,0.5,6.8
-0.010346782,0.6,6.8
-0.010808546,0.7,6.8
-0.012294516,0.8,6.8
-0.011742889,0.9,6.8
-0.014039697,1,6.8
-0.015790576,1.1,6.8
-0.013135361,1.2,6.8
-0.011998028,1.3,6.8
-0.010991552,1.4,6.8
-0.011404664,1.5,6.8
-0.00591064,1.6,6.8
-0.002552153,1.7,6.8
-0.002586872,1.8,6.8
-0.004372836,1.9,6.8
-0.005200595,2,6.8
-0.004812286,2.1,6.8
-0.004841987,2.2,6.8
-0.003396856,2.3,6.8
-0.005214022,2.4,6.8
-0.002491025,2.5,6.8
-0.001047263,2.6,6.8
-0.005266154,2.7,6.8
-0.002949561,2.8,6.8
-0.001543474,2.9,6.8
0.002040136,3,6.8
0.001415342,3.1,6.8
0.002422015,3.2,6.8
-0.000771268,3.3,6.8
0.001739247,3.4,6.8
0.002766943,3.5,6.8
0.005475099,3.6,6.8
0.002401095,3.7,6.8
0.004856628,3.8,6.8
0.00857398,3.9,6.8
0.007256119,4,6.8
0.006761724,4.1,6.8
0.006268875,4.2,6.8
0.009698338,4.3,6.8
0.003185758,4.4,6.8
0.004317308,4.5,6.8
0.003945863,4.6,6.8
0.003032609,4.7,6.8
0.003965168,4.8,6.8
0.003495356,4.9,6.8
0.003941869,5,6.8
0.002036541,5.1,6.8
0.004504801,5.2,6.8
0.00318985,5.3,6.8
0.005536233,5.4,6.8
0.006221023,5.5,6.8
0.007603544,5.6,6.8
0.00632262,5.7,6.8
0.005084121,5.8,6.8
0.004340222,5.9,6.8
0.003953017,6,6.8
-0.00038804,6.1,6.8
0.003504123,6.2,6.8
0.004904089,6.3,6.8
0.003841253,6.4,6.8
-0.001109653,6.5,6.8
-0.002147088,6.6,6.8
-0.003097772,6.7,6.8
0.000386272,6.8,6.8
-0.000787152,6.9,6.8
-0.000995954,7,6.8
-0.000372696,7.1,6.8
-0.003935817,7.2,6.8
-0.0006598,7.3,6.8
0.000706566,7.4,6.8
-0.000873272,7.5,6.8
-0.000257995,7.6,6.8
-0.001033482,7.7,6.8
0.001605355,7.8,6.8
-0.001721184,7.9,6.8
0.000300123,8,6.8
0.001112546,8.1,6.8
-0.001483235,8.2,6.8
-0.000586056,8.3,6.8
0.000744365,8.4,6.8
0.001758121,8.5,6.8
0.004056506,8.6,6.8
0.003545104,8.7,6.8
0.004153885,8.8,6.8
0.004350077,8.9,6.8
0.004852439,9,6.8
0.006009289,9.1,6.8
0.005287247,9.2,6.8
0.006744572,9.3,6.8
0.007105284,9.4,6.8
0.004390969,9.5,6.8
0.007555002,9.6,6.8
0.007770136,9.7,6.8
0.007821369,9.8,6.8
0.008698294,9.9,6.8
0.007292999,10,6.8
0.006504917,10.1,6.8
0.007351574,10.2,6.8
0.008422366,10.3,6.8
0.009572895,10.4,6.8
0.009809792,10.5,6.8
0.012839509,10.6,6.8
0.009334433,10.7,6.8
0.00878329,10.8,6.8
0.008977182,10.9,6.8
0.008756419,11,6.8
0.01292162,11.1,6.8
0.0134056,11.2,6.8
0.011735064,11.3,6.8
0.009539687,11.4,6.8
0.010338795,11.5,6.8
0.010327805,11.6,6.8
0.009505902,11.7,6.8
0.007804716,11.8,6.8
0.008731105,11.9,6.8
0.005306824,12,6.8
0.007186303,12.1,6.8
0.008967686,12.2,6.8
0.005851047,12.3,6.8
0.004844772,12.4,6.8
0.006490138,12.5,6.8
0.002281274,12.6,6.8
0.00453451,12.7,6.8
0.004345833,12.8,6.8
0.00469916,12.9,6.8
0.004312392,13,6.8
0.005146894,13.1,6.8
0.004523604,13.2,6.8
0.006793939,13.3,6.8
0.005118559,13.4,6.8
0.004007573,13.5,6.8
0.005744942,13.6,6.8
-0.000734194,13.7,6.8
-0.002352442,13.8,6.8
-0.002240438,13.9,6.8
-0.002188251,14,6.8
-0.002721761,14.1,6.8
-0.003486369,14.2,6.8
-0.002796388,14.3,6.8
0.000644881,14.4,6.8
0.001010609,14.5,6.8
-0.000802787,14.6,6.8
-0.000581018,14.7,6.8
-0.000197622,14.8,6.8
-0.002972056,14.9,6.8
-0.000459644,15,6.8
-0.001285801,0.5,7
-0.007659161,0.6,7
-0.010416741,0.7,7
-0.01025043,0.8,7
-0.012221317,0.9,7
-0.013640842,1,7
-0.012059252,1.1,7
-0.011428829,1.2,7
-0.012396124,1.3,7
-0.008621414,1.4,7
-0.009013922,1.5,7
-0.005943514,1.6,7
-0.002921391,1.7,7
-0.000238933,1.8,7
0.000132886,1.9,7
-0.003056936,2,7
-0.003354785,2.1,7
-0.003867637,2.2,7
-0.003711131,2.3,7
-0.003009798,2.4,7
-0.00481599,2.5,7
-0.003110648,2.6,7
-0.003995246,2.7,7
-0.002929215,2.8,7
0.000177223,2.9,7
0.000613537,3,7
0.000207477,3.1,7
0.003583519,3.2,7
0.001222375,3.3,7
0.002173516,3.4,7
0.001189136,3.5,7
-7.78E-05,3.6,7
0.001819575,3.7,7
0.002717328,3.8,7
0.005865251,3.9,7
0.004912036,4,7
0.006416945,4.1,7
0.003829567,4.2,7
0.004897404,4.3,7
0.003624775,4.4,7
0.00586641,4.5,7
0.005985029,4.6,7
0.007696276,4.7,7
0.006573999,4.8,7
0.006870394,4.9,7
0.009545221,5,7
0.004415907,5.1,7
0.003238412,5.2,7
0.003450894,5.3,7
0.006549004,5.4,7
0.001263774,5.5,7
0.000761365,5.6,7
-0.000842645,5.7,7
-0.00026222,5.8,7
0.002751767,5.9,7
0.000418158,6,7
0.002896271,6.1,7
0.000510733,6.2,7
0.002936618,6.3,7
0.004278187,6.4,7
0.003697565,6.5,7
0.002872446,6.6,7
0.003302262,6.7,7
0.00133456,6.8,7
0.001918805,6.9,7
0.004911559,7,7
0.005053458,7.1,7
0.00643283,7.2,7
0.004192808,7.3,7
0.00331,7.4,7
0.002687911,7.5,7
0.002286858,7.6,7
0.001939928,7.7,7
0.002211879,7.8,7
0.001011603,7.9,7
0.002808499,8,7
0.000490087,8.1,7
0.002969118,8.2,7
0.000440153,8.3,7
0.002527337,8.4,7
0.000266025,8.5,7
0.001977843,8.6,7
0.000357173,8.7,7
0.000192901,8.8,7
0.001291281,8.9,7
-1.22E-05,9,7
-0.001395759,9.1,7
0.002899728,9.2,7
0.003000029,9.3,7
0.004078404,9.4,7
0.003237762,9.5,7
0.003722082,9.6,7
0.002087131,9.7,7
0.005651559,9.8,7
0.005738035,9.9,7
0.004084157,10,7
0.004762745,10.1,7
0.006156141,10.2,7
0.006811552,10.3,7
0.005953636,10.4,7
0.005512909,10.5,7
0.007013916,10.6,7
0.005506268,10.7,7
0.004397946,10.8,7
0.003345206,10.9,7
0.006119694,11,7
0.004670124,11.1,7
0.003984445,11.2,7
0.003441803,11.3,7
0.00488093,11.4,7
0.007094236,11.5,7
0.006609534,11.6,7
0.004958579,11.7,7
0.00565096,11.8,7
0.007571345,11.9,7
0.005758559,12,7
0.005089007,12.1,7
0.006603916,12.2,7
0.006662451,12.3,7
0.006205546,12.4,7
0.006183473,12.5,7
0.004686795,12.6,7
0.006369536,12.7,7
0.004925266,12.8,7
0.003669815,12.9,7
0.005292002,13,7
0.006722951,13.1,7
0.000546116,13.2,7
0.002345211,13.3,7
0.002204272,13.4,7
0.001143164,13.5,7
0.002521951,13.6,7
0.003992715,13.7,7
0.003817649,13.8,7
0.004695556,13.9,7
0.005087747,14,7
0.005324483,14.1,7
0.00640319,14.2,7
0.006336078,14.3,7
0.005433456,14.4,7
0.005659421,14.5,7
0.006313193,14.6,7
0.007981756,14.7,7
0.008826253,14.8,7
0.005895841,14.9,7
0.008314946,15,7
0.000728817,0.5,7.2
-0.00469134,0.6,7.2
-0.00925049,0.7,7.2
-0.009510133,0.8,7.2
-0.00934019,0.9,7.2
-0.008712331,1,7.2
-0.010792604,1.1,7.2
-0.005345464,1.2,7.2
-0.006008017,1.3,7.2
-0.0100558,1.4,7.2
-0.003416651,1.5,7.2
-0.004752034,1.6,7.2
-0.003639635,1.7,7.2
0.000390555,1.8,7.2
-0.000981043,1.9,7.2
-0.002182932,2,7.2
-0.006374098,2.1,7.2
-0.0019016,2.2,7.2
-0.002877682,2.3,7.2
-0.002971242,2.4,7.2
-0.003541234,2.5,7.2
-0.004666017,2.6,7.2
-0.000764374,2.7,7.2
-0.000891076,2.8,7.2
-0.00013303,2.9,7.2
0.001169876,3,7.2
0.00051956,3.1,7.2
-0.000352826,3.2,7.2
0.002842189,3.3,7.2
0.000816474,3.4,7.2
0.00225702,3.5,7.2
0.002181462,3.6,7.2
0.000667584,3.7,7.2
0.002090617,3.8,7.2
0.003736498,3.9,7.2
0.00563124,4,7.2
0.001785513,4.1,7.2
0.003805381,4.2,7.2
0.005434233,4.3,7.2
0.007100926,4.4,7.2
0.006346595,4.5,7.2
0.010820327,4.6,7.2
0.006157835,4.7,7.2
0.0067911,4.8,7.2
0.00730689,4.9,7.2
0.006319077,5,7.2
0.00668867,5.1,7.2
0.007183199,5.2,7.2
0.005341681,5.3,7.2
0.004778182,5.4,7.2
0.005736161,5.5,7.2
0.002838917,5.6,7.2
0.003491862,5.7,7.2
0.003287626,5.8,7.2
0.002045253,5.9,7.2
0.001090579,6,7.2
0.003971247,6.1,7.2
0.002600979,6.2,7.2
0.000483693,6.3,7.2
-0.000947369,6.4,7.2
0.001086594,6.5,7.2
0.003995055,6.6,7.2
0.001276603,6.7,7.2
-0.000342068,6.8,7.2
0.004472956,6.9,7.2
-0.002123666,7,7.2
0.002557156,7.1,7.2
0.00021588,7.2,7.2
0.001794834,7.3,7.2
0.002115968,7.4,7.2
0.00129062,7.5,7.2
-0.000188059,7.6,7.2
0.001152629,7.7,7.2
9.74E-05,7.8,7.2
-0.000794312,7.9,7.2
-0.000849751,8,7.2
-0.00040525,8.1,7.2
-0.001428853,8.2,7.2
-0.000411022,8.3,7.2
0.001194942,8.4,7.2
0.003142194,8.5,7.2
0.006445896,8.6,7.2
0.006159684,8.7,7.2
0.005664497,8.8,7.2
0.004650788,8.9,7.2
0.002494472,9,7.2
0.002580321,9.1,7.2
0.001903581,9.2,7.2
0.001648628,9.3,7.2
0.002515425,9.4,7.2
0.002272255,9.5,7.2
0.001999827,9.6,7.2
0.002889457,9.7,7.2
0.004822292,9.8,7.2
0.003684707,9.9,7.2
0.001607996,10,7.2
0.002861763,10.1,7.2
0.005681749,10.2,7.2
0.004366923,10.3,7.2
0.00559345,10.4,7.2
0.005033839,10.5,7.2
0.003800393,10.6,7.2
0.004072757,10.7,7.2
0.005910936,10.8,7.2
0.003126258,10.9,7.2
0.00506377,11,7.2
0.005419502,11.1,7.2
0.005192232,11.2,7.2
0.005711323,11.3,7.2
0.005992166,11.4,7.2
0.009124557,11.5,7.2
0.008192246,11.6,7.2
0.006826094,11.7,7.2
0.006478132,11.8,7.2
0.005967441,11.9,7.2
0.006487157,12,7.2
0.006244528,12.1,7.2
0.004792704,12.2,7.2
0.006346046,12.3,7.2
0.006822556,12.4,7.2
0.006638225,12.5,7.2
0.008246419,12.6,7.2
0.006153465,12.7,7.2
0.007834321,12.8,7.2
0.006729929,12.9,7.2
0.007123984,13,7.2
0.008141962,13.1,7.2
0.007101197,13.2,7.2
0.007389916,13.3,7.2
0.007262375,13.4,7.2
0.007771327,13.5,7.2
0.007906612,13.6,7.2
0.009208579,13.7,7.2
0.007429097,13.8,7.2
0.008161756,13.9,7.2
0.007454552,14,7.2
0.00682803,14.1,7.2
0.00756941,14.2,7.2
0.006678142,14.3,7.2
0.007018553,14.4,7.2
0.00785293,14.5,7.2
0.008521447,14.6,7.2
0.006452968,14.7,7.2
0.004668363,14.8,7.2
0.006713454,14.9,7.2
0.009531512,15,7.2
0.002632454,0.5,7.4
-0.001975471,0.6,7.4
-0.005206164,0.7,7.4
-0.005941993,0.8,7.4
-0.006166545,0.9,7.4
-0.003473661,1,7.4
-0.003961508,1.1,7.4
0.000903937,1.2,7.4
-0.002461832,1.3,7.4
-0.001981897,1.4,7.4
-0.002033088,1.5,7.4
0.001700743,1.6,7.4
0.001868528,1.7,7.4
0.004851893,1.8,7.4
0.006638465,1.9,7.4
0.002262688,2,7.4
-0.000106196,2.1,7.4
0.001500464,2.2,7.4
0.001619525,2.3,7.4
0.003112916,2.4,7.4
-6.56E-05,2.5,7.4
-0.000917548,2.6,7.4
0.000385581,2.7,7.4
0.001269682,2.8,7.4
0.003710838,2.9,7.4
0.004568174,3,7.4
0.002498094,3.1,7.4
0.005206423,3.2,7.4
0.006780546,3.3,7.4
0.00183687,3.4,7.4
0.007774474,3.5,7.4
0.00619926,3.6,7.4
0.004573168,3.7,7.4
0.005000852,3.8,7.4
0.00141154,3.9,7.4
0.005011604,4,7.4
0.005148338,4.1,7.4
0.0041471,4.2,7.4
0.0040333,4.3,7.4
0.006384671,4.4,7.4
0.005142246,4.5,7.4
0.008573609,4.6,7.4
0.005856315,4.7,7.4
0.007232976,4.8,7.4
0.010328952,4.9,7.4
0.007767146,5,7.4
0.007015958,5.1,7.4
0.008686833,5.2,7.4
0.011415258,5.3,7.4
0.008457556,5.4,7.4
0.003831297,5.5,7.4
0.005472195,5.6,7.4
0.007717303,5.7,7.4
0.002980065,5.8,7.4
0.00376026,5.9,7.4
0.00471174,6,7.4
0.002144057,6.1,7.4
-0.00020997,6.2,7.4
0.002235126,6.3,7.4
0.006637225,6.4,7.4
0.007035498,6.5,7.4
0.003443521,6.6,7.4
0.00219124,6.7,7.4
0.004218075,6.8,7.4
0.004774303,6.9,7.4
0.006702348,7,7.4
0.006486683,7.1,7.4
0.003655527,7.2,7.4
0.00595194,7.3,7.4
0.004938931,7.4,7.4
0.007249948,7.5,7.4
0.005063195,7.6,7.4
0.005271187,7.7,7.4
0.003782126,7.8,7.4
0.002003622,7.9,7.4
0.003896402,8,7.4
0.00284802,8.1,7.4
0.004760253,8.2,7.4
0.006388751,8.3,7.4
0.00339194,8.4,7.4
0.004019926,8.5,7.4
0.003804473,8.6,7.4
0.00362764,8.7,7.4
0.001803264,8.8,7.4
0.005720071,8.9,7.4
0.00610196,9,7.4
0.005248508,9.1,7.4
0.004858197,9.2,7.4
0.006209344,9.3,7.4
0.005470557,9.4,7.4
0.003238307,9.5,7.4
0.004132173,9.6,7.4
0.005783897,9.7,7.4
0.006481953,9.8,7.4
0.006506602,9.9,7.4
0.006565171,10,7.4
0.007282141,10.1,7.4
0.006751844,10.2,7.4
0.005913858,10.3,7.4
0.00636786,10.4,7.4
0.005896348,10.5,7.4
0.006067674,10.6,7.4
0.004938147,10.7,7.4
0.004642639,10.8,7.4
0.003513985,10.9,7.4
0.003639928,11,7.4
0.001451734,11.1,7.4
0.002048371,11.2,7.4
0.000643759,11.3,7.4
0.002182173,11.4,7.4
0.000807452,11.5,7.4
0.004801156,11.6,7.4
0.00379846,11.7,7.4
0.003487143,11.8,7.4
0.003055142,11.9,7.4
0.004992819,12,7.4
0.004923881,12.1,7.4
0.004900844,12.2,7.4
0.003721218,12.3,7.4
0.004963215,12.4,7.4
0.001849259,12.5,7.4
0.005283924,12.6,7.4
0.005639321,12.7,7.4
0.005790305,12.8,7.4
0.005655393,12.9,7.4
0.006563315,13,7.4
0.006042354,13.1,7.4
0.006828443,13.2,7.4
0.006146131,13.3,7.4
0.007083424,13.4,7.4
0.008465707,13.5,7.4
0.010477086,13.6,7.4
0.010574488,13.7,7.4
0.008461951,13.8,7.4
0.011769074,13.9,7.4
0.010097429,14,7.4
0.010228053,14.1,7.4
0.010787983,14.2,7.4
0.012013166,14.3,7.4
0.011255898,14.4,7.4
0.014551839,14.5,7.4
0.01392552,14.6,7.4
0.016001785,14.7,7.4
0.016412778,14.8,7.4
0.014822435,14.9,7.4
0.015135189,15,7.4
